userId,directory_name,a1,a2,a3,a4,a5,a6,a7,e1,e2,e3,llm,no_llm
a1eba540-c0b1-7047-0613-98a1815ad2ae,user_a1eba540-c0b1-7047-0613-98a1815ad2ae,0.967741935483871,0.98,0.8909090909090909,0.8777777777777778,0.9809523809523809,0.9203539823008849,0.9555555555555556,0.7775,0.96,0.83,0.9411764705882353,0.8558333333333333
11dbf510-3071-705c-f2d1-83420f60f130,user_11dbf510-3071-705c-f2d1-83420f60f130,1.0,1.0,1.0,1.0,0.9047619047619048,0.7964601769911505,0.9851851851851852,0.84,0.84,0.96,0.9443561208267091,0.88
c16b2580-e0d1-70dd-532d-007653cefda9,user_c16b2580-e0d1-70dd-532d-007653cefda9,0.9032258064516129,0.97,0.9272727272727272,0.9888888888888889,0.9047619047619048,0.8672566371681416,0.9259259259259259,0.7625,0.87,0.77,0.9268680445151033,0.8008333333333333
31ab1560-b091-7055-7307-da7f622a0e6b,user_31ab1560-b091-7055-7307-da7f622a0e6b,1.0,1.0,0.6909090909090909,0.9222222222222223,1.0,0.9292035398230089,0.9851851851851852,0.7725,0.9,0.86,0.9459459459459459,0.8441666666666666
81bb0570-e0e1-70e9-3e09-b26d835387b4,user_81bb0570-e0e1-70e9-3e09-b26d835387b4,0.9032258064516129,1.0,0.9636363636363636,1.0,0.9571428571428572,0.9292035398230089,0.9851851851851852,0.96,0.795,0.85,0.9689984101748808,0.8683333333333333
a1dba540-c071-705a-e705-3f35ce26988f,user_a1dba540-c071-705a-e705-3f35ce26988f,1.0,0.99,0.9818181818181818,0.9777777777777777,0.9809523809523809,0.8849557522123894,0.9777777777777777,0.72,0.955,0.9,0.9650238473767886,0.8583333333333333
b10b7510-d0b1-702f-66b3-3c1a07997d6d,user_b10b7510-d0b1-702f-66b3-3c1a07997d6d,0.967741935483871,0.96,0.9272727272727272,0.9666666666666667,1.0,0.911504424778761,0.9259259259259259,0.63,0.87,0.75,0.9491255961844197,0.75
f16b2520-6021-70ee-b980-7a50d804795d,user_f16b2520-6021-70ee-b980-7a50d804795d,1.0,0.98,0.9272727272727272,0.9888888888888889,0.9238095238095239,0.9557522123893806,0.9407407407407408,0.93,0.82,0.92,0.9554848966613673,0.89
e1bb25a0-d0b1-703c-dff4-aef708b16181,user_e1bb25a0-d0b1-703c-dff4-aef708b16181,0.9354838709677419,1.0,0.9363636363636364,1.0,0.0,0.9557522123893806,0.9259259259259259,0.915,0.6,0.92,0.800476947535771,0.8116666666666666
01ebb520-b0d1-709a-ca45-bb5b571f108f,user_01ebb520-b0d1-709a-ca45-bb5b571f108f,1.0,1.0,0.9272727272727272,0.9888888888888889,0.9809523809523809,1.0,1.0,0.9475,1.03,0.96,0.9888712241653418,0.9791666666666666
01eb9580-3071-70a9-01aa-f63e5dd14609,user_01eb9580-3071-70a9-01aa-f63e5dd14609,1.0,1.0,0.8909090909090909,0.8555555555555555,0.9428571428571428,1.0,0.8148148148148148,0.6525,0.77,0.58,0.9205087440381559,0.6675
113bc5a0-00c1-70a8-1558-53c8f78b1a99,user_113bc5a0-00c1-70a8-1558-53c8f78b1a99,1.0,0.98,0.9272727272727272,1.0,0.9809523809523809,0.9911504424778761,1.0,0.9,0.95,0.94,0.985691573926868,0.93
719b2530-2001-7002-244b-0c90ec1dc48d,user_719b2530-2001-7002-244b-0c90ec1dc48d,1.0,1.0,0.9454545454545454,0.9888888888888889,0.9809523809523809,0.9823008849557522,1.0,0.7475,0.835,0.94,0.9872813990461049,0.8408333333333333
61dba5f0-00f1-7082-7b9c-b35054207615,user_61dba5f0-00f1-7082-7b9c-b35054207615,0.9354838709677419,1.0,0.9090909090909091,0.9888888888888889,1.0,0.9823008849557522,1.0,0.7375,0.98,0.94,0.9841017488076311,0.8858333333333334
e1cb9560-4091-706e-840f-87a913394f9e,user_e1cb9560-4091-706e-840f-87a913394f9e,1.0,1.0,0.9818181818181818,1.0,0.9714285714285714,1.0,0.9925925925925926,0.855,0.99,0.96,0.9920508744038156,0.935
017b8560-6081-70e4-7303-6882d8635df0,user_017b8560-6081-70e4-7303-6882d8635df0,1.0,0.96,0.9454545454545454,1.0,0.9619047619047619,0.8938053097345132,1.0,0.83,0.825,0.88,0.9634340222575517,0.845
911b55d0-a0f1-70ac-25c2-07f9eaa08392,user_911b55d0-a0f1-70ac-25c2-07f9eaa08392,1.0,1.0,0.8727272727272727,1.0,0.9809523809523809,0.8495575221238938,0.9629629629629629,0.7775,0.88,0.86,0.9507154213036566,0.8391666666666666
e14bd5d0-0021-70f1-8b50-efac4033a68a,user_e14bd5d0-0021-70f1-8b50-efac4033a68a,1.0,0.88,0.8909090909090909,0.9555555555555556,0.9619047619047619,0.9026548672566371,0.9259259259259259,0.84,0.96,0.94,0.9252782193958664,0.9133333333333333
510b5580-60e1-7095-f35a-7fd78cd92cfe,user_510b5580-60e1-7095-f35a-7fd78cd92cfe,1.0,0.96,0.9272727272727272,0.9111111111111111,0.9809523809523809,0.9734513274336283,1.0,0.64,0.845,0.74,0.9666136724960255,0.7416666666666667
71cb15a0-d0f1-708c-82ad-a7312d9acb9b,user_71cb15a0-d0f1-708c-82ad-a7312d9acb9b,1.0,0.97,0.7818181818181819,0.9444444444444444,0.9809523809523809,0.9734513274336283,1.0,0.86,1.01,0.92,0.9602543720190779,0.93
a1fbb540-3041-70e7-def6-bcec00a31d99,user_a1fbb540-3041-70e7-def6-bcec00a31d99,1.0,0.92,0.9454545454545454,0.9888888888888889,0.9523809523809523,0.7787610619469026,0.9259259259259259,0.7525,0.805,0.84,0.9173290937996821,0.7991666666666667
311b2590-2041-700f-ce56-3226dd4728d9,user_311b2590-2041-700f-ce56-3226dd4728d9,0.967741935483871,0.94,1.0,0.9777777777777777,0.9714285714285714,0.9823008849557522,0.8740740740740741,0.93,1.025,0.98,0.9507154213036566,0.9783333333333334
413b75b0-a041-70ec-33cf-0b1eca35dd51,user_413b75b0-a041-70ec-33cf-0b1eca35dd51,0.967741935483871,0.99,0.9636363636363636,1.0,0.9523809523809523,0.8849557522123894,1.0,0.7325,0.86,0.96,0.9650238473767886,0.8508333333333333
